Name,CHT,KOR
PN_DESC_28_1_1,<size=17><b>・</b><color=#4C8FEA>瞬身：</color>向你附近的敵人發射2枚小型火箭造成<color=#E35428>{atk*0.5}</color>點<color=#E35428>火焰傷害</color>。</size>,<size=17><b>・</b><color=#4C8FEA>질주 시</color> 근처의 적들을 향해 소형 로켓 2개가 날아가며 <color=#E35428>{atk*0.5}</color>의 <color=#E35428>화염 피해</color>를 줍니다.</size>
PN_DESC_28_2_1,<size=17><b>・</b><color=#C83E48>施放收劍技能時:</color>發射6枚小型火箭轟擊附近敵人，每枚火箭造成<color=#E35428>{atk*0.5}</color>點<color=#E35428>火焰傷害</color>。</size>,<size=17><b>・</b><color=#C83E48>검 회수 시</color> 근처의 적들을 향해 소형 로켓 6개가 날아갑니다. 발사체는 각각 <color=#E35428>{atk*0.5}</color>의 <color=#E35428>화염 피해</color>를 줍니다.</size>
PN_DESC_28_3_1,"<size=17><b>・</b><color=#C83E48>造成飛劍傷害時：</color>有8%的幾率召喚一枚巨型火箭轟擊目標區域，造成<color=#E35428>{atk*3}</color>點<color=#E35428>火焰傷害</color>，並<color=#D7BA00>[昏迷]</color>1秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你接下來5秒內火箭觸發率提高50%。</size>",<size=17><b>・</b><color=#C83E48>비검으로 피해를 입히면</color> 8% 확률로 대형 로켓을 소환해 목표 지점을 포격하여 <color=#E35428>{atk*3}</color>의 <color=#E35428>화염 피해</color>를 주고 1초간 <color=#D7BA00>[기절]</color> 상태를 부여합니다. <b>・</b><color=#C83E48>분노 100 달성 시:</color> 자동으로 모든 분노를 소모해 로켓 발동 확률이 5초간 50% 증가합니다.</size>
PN_DESC_28_0_2,"<size=17><b>・</b><color=#C83E48>造成飛劍傷害時：</color>有15%幾率發射6枚小型火箭轟擊敵人，每發火箭造成<color=#E35428>{atk*0.5}</color>點<color=#E35428>火焰傷害</color>。
<color=#FB8204><b>・</b>小型火箭有30%的幾率造成3倍傷害。</color></size>",<size=17><b>・</b><color=#C83E48>비검으로 피해를 입히면</color> 15% 확률로 적들을 향해 소형 로켓 6개가 날아갑니다. 각 로켓은 <color=#E35428>{atk*0.5}</color>의 <color=#E35428>화염 피해</color>를 줍니다. <color=#FB8204><b>・</b>소형 로켓은 30% 확률로 3배의 피해를 줍니다.</color></size>
PN_DESC_28_1_2,"<size=17><b>・</b><color=#4C8FEA>瞬身：</color>向你附近的敵人發射3枚小型火箭造成<color=#E35428>{atk*0.5}</color>點<color=#E35428>火焰傷害</color>。
<color=#FB8204><b>・</b>每枚小型火箭在命中敵人時，會產生爆炸，對範圍內的敵人造成<color=#E35428>{atk*0.25}</color>點<color=#E35428>火焰傷害</color>。</color></size>",<size=17><b>・</b><color=#4C8FEA>질주 시</color> 근처의 적들을 향해 소형 로켓 3개가 날아가며 <color=#E35428>{atk*0.5}</color>의 <color=#E35428>화염 피해</color>를 줍니다. <color=#FB8204><b>・</b>각 소형 로켓은 적중 시 폭발하여 범위 내 적들에게 <color=#E35428>{atk*0.25}</color>의 <color=#E35428>화염 피해</color>를 줍니다.</color></size>
PN_DESC_28_2_2,"<size=17><b>・</b><color=#C83E48>施放收劍技能時:</color>發射9枚小型火箭轟擊附近敵人，每枚火箭造成<color=#E35428>{atk*0.5}</color>點<color=#E35428>火焰傷害</color>。
<color=#FB8204><b>・</b>小型火箭命中敵人時，會使敵人受到的所有傷害提高25%，持續5秒。</color></size>",<size=17><b>・</b><color=#C83E48>검 회수 시</color> 근처의 적들을 향해 소형 로켓 9개가 날아갑니다. 발사체는 각각 <color=#E35428>{atk*0.5}</color>의 <color=#E35428>화염 피해</color>를 줍니다. <color=#FB8204><b>・</b>발사체에 적중된 적은 받는 모든 피해가 5초간 25% 증가합니다.</color></size>
PN_DESC_28_3_2,"<size=17><b>・</b><color=#C83E48>造成飛劍傷害時：</color>有8%的幾率召喚一枚巨型火箭轟擊目標區域，造成<color=#E35428>{atk*4}</color>點<color=#E35428>火焰傷害</color>，並<color=#D7BA00>[昏迷]</color>1秒。
<color=#FB8204><b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你接下來5秒內火箭觸發率提高85%，並使你的巨型火箭有50%的幾率追加觸發小型火箭轟炸，持續5秒。</color></size>",<size=17><b>・</b><color=#C83E48>비검으로 피해를 입히면</color> 8% 확률로 대형 로켓을 소환해 목표 지점을 포격하여 <color=#E35428>{atk*4}</color>의 <color=#E35428>화염 피해</color>를 주고 1초간 <color=#D7BA00>[기절]</color> 상태를 부여합니다. <color=#FB8204><b>・</b><color=#C83E48>분노 100 달성 시:</color> 자동으로 모든 분노를 소모해 로켓 발동 확률이 5초간 50% 증가합니다.</color></size>
PN_DESC_29_0_0,<size=17><b>・</b><color=#C83E48>造成傷害時：</color>有15%的幾率獲得一個吸收最大生命值10%的護盾，持續2秒。</size>,<size=17><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 15% 확률로 최대 생명력의 10%에 해당하는 방호를 2초간 얻습니다.</size>
PN_DESC_29_1_0,<size=17><b>・</b>每連續移動10秒獲得一個吸收最大生命值10%的護盾，持續10秒。</size>,<size=17><b>・</b>이동 상태를 10초간 유지하면 최대 생명력의 10%에 해당하는 방호를 10초간 얻습니다.</size>
PN_DESC_29_2_0,<size=17><b>・</b><color=#70DE9E>當你獲得護盾時：</color>向周圍發射一圈衝擊波，造成<color=#F3ED56>{atk*0.45}</color>點<color=#F3ED56>閃電傷害</color>。</size>,<size=17><b>・</b><color=#70DE9E>방호 획득 시</color> 주위에 충격파를 발산해 <color=#F3ED56>{atk*0.45}</color>의 <color=#F3ED56>전격 피해</color>를 줍니다.</size>
PN_DESC_29_3_0,"<size=17><b>・</b><color=#C83E48>施放收劍技能時:</color>獲得1個護盾為你吸收相當於生命值15%的傷害的護盾，持續5秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，立刻重置你的收劍冷卻時間，如果當前收劍未處於冷卻中狀態，則使你下一次收劍技能不觸發冷卻時間。</size>",<size=17><b>・</b><color=#C83E48>검 회수 시</color> 5초간 생명력의 15%에 해당하는 방호 1개를 얻습니다. <b>・</b><color=#C83E48>분노 100 달성 시:</color> 자동으로 모든 분노를 소모해 검 회수의 재사용 대기시간을 초기화합니다. 검 회수 기술이 재사용 대기시간 중이 아니라면 다음 검 회수 기술에 재사용 대기시간이 적용되지 않습니다.</size>
PN_DESC_29_0_1,"<size=17><b>・</b><color=#C83E48>造成傷害時：</color>有15%的幾率獲得一個吸收最大生命值15%的護盾，持續2秒。
<b>・</b>當你擁有護盾時，你造成的所有傷害提高10%。</size>",<size=17><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 15% 확률로 최대 생명력의 15%에 해당하는 방호를 2초간 얻습니다. <b>・</b>방호가 유지되는 동안 가하는 모든 피해가 10% 증가합니다.</size>
PN_DESC_29_1_1,"<size=17><b>・</b>每連續移動10秒獲得一個吸收最大生命值15%的護盾，持續10秒。
<b>・</b>當你擁有護盾時，移動速度提高20%。</size>",<size=17><b>・</b>이동 상태를 10초간 유지하면 최대 생명력의 15%에 해당하는 방호를 10초간 얻습니다. <b>・</b>방호가 유지되는 동안 이동 속도가 20% 증가합니다.</size>
PN_DESC_29_2_1,<size=17><b>・</b><color=#70DE9E>當你獲得護盾時：</color>向周圍發射一圈衝擊波，造成<color=#F3ED56>{atk*0.75}</color>點<color=#F3ED56>閃電傷害</color>。</size>,<size=17><b>・</b><color=#70DE9E>방호 획득 시</color> 주위에 충격파를 발산해 <color=#F3ED56>{atk*0.75}</color>의 <color=#F3ED56>전격 피해</color>를 줍니다.</size>
PN_DESC_29_3_1,"<size=17><b>・</b><color=#C83E48>施放收劍技能時:</color>獲得1個護盾為你吸收相當於生命值20%的傷害的護盾，持續5秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，立刻重置你的收劍冷卻時間，如果當前收劍未處於冷卻中狀態，則使你下一次收劍技能不觸發冷卻時間。
<b>・</b>當你的護盾消失時，會為你回復相當於剩餘護盾5%的生命值。</size>",<size=17><b>・</b><color=#C83E48>검 회수 시</color> 5초간 생명력의 20%에 해당하는 방호 1개를 얻습니다. <b>・</b><color=#C83E48>분노 100 달성 시:</color> 자동으로 모든 분노를 소모해 검 회수의 재사용 대기시간을 초기화합니다. 검 회수 기술이 재사용 대기시간 중이 아니라면 다음 검 회수 기술에 재사용 대기시간이 적용되지 않습니다. <b>・</b>방호가 사라질 때 남은 내구도의 5%를 생명력으로 회복합니다.</size>
PN_DESC_29_0_2,"<size=17><b>・</b><color=#C83E48>造成傷害時：</color>有15%的幾率獲得一個吸收最大生命值20%的護盾，持續2秒。
<b>・</b>當你擁有護盾時，你造成的所有傷害提高15%。
<color=#FB8204><b>・</b><color=#C83E48>造成傷害時：</color>附加相當於你護盾數值60%的<color=#FFDCBD>真實傷害</color>。</color></size>",<size=17><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 15% 확률로 최대 생명력의 20%에 해당하는 방호를 2초간 얻습니다. <b>・</b>방호가 유지되는 동안 가하는 모든 피해가 15% 증가합니다. <color=#FB8204><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 방호 내구도의 60%에 해당하는 <color=#FFDCBD>고정 피해</color>를 추가로 줍니다.</color></size>
PN_DESC_29_1_2,"<size=17><b>・</b>每連續移動10秒獲得一個吸收最大生命值15%的護盾，持續10秒。
<b>・</b>當你擁有護盾時，移動速度提高20%。
<color=#FB8204><b>・</b>當你擁有護盾時，造成的所有傷害提高15%。</color></size>",<size=17><b>・</b>이동 상태를 10초간 유지하면 최대 생명력의 15%에 해당하는 방호를 10초간 얻습니다. <b>・</b>방호가 유지되는 동안 이동 속도가 20% 증가합니다. <color=#FB8204><b>・</b>방호가 유지되는 동안 가하는 모든 피해가 15% 증가합니다.</color></size>
PN_DESC_29_2_2,"<size=17><b>・</b><color=#70DE9E>當你獲得護盾時：</color>向周圍發射一圈衝擊波，造成<color=#F3ED56>{atk*1.2}</color>點<color=#F3ED56>閃電傷害</color>。
<color=#FB8204><b>・</b><color=#70DE9E>當你獲得護盾時：</color>你的所有攻擊+25%，移動速度+15%，持續2秒。</color></size>","<size=17><b>・</b><color=#70DE9E>방호 획득 시</color> 주위에 충격파를 발산해 <color=#F3ED56>{atk*1.2}</color>의 <color=#F3ED56>전격 피해</color>를 줍니다. <color=#FB8204><b>・</b><color=#70DE9E>방호 획득 시</color> 2초간 모든 피해가 15%, 이동 속도가 15% 증가합니다.</color></size>"
PN_DESC_29_3_2,"<size=17><b>・</b><color=#C83E48>施放收劍技能時:</color>獲得1個護盾相當於最大生命值25%的護盾，持續5秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，立刻重置你的收劍冷卻時間，如果當前收劍未處於冷卻中狀態，則使你下一次收劍技能不觸發冷卻時間。當你的護盾消失時，會為你回復相當於剩餘護盾5%的生命值。
<color=#FB8204><b>・</b><color=#70DE9E>當你通過收劍獲得護盾時：</color>15%的幾率獲得5秒的[無敵]效果。</color></size>",<size=17><b>・</b><color=#C83E48>검 회수 시</color> 5초간 최대 생명력의 25%에 해당하는 방호 1개를 얻습니다. <b>・</b><color=#C83E48>분노 100 달성 시</color> 자동으로 모든 분노를 소모해 검 회수의 재사용 대기시간을 초기화합니다. 검 회수 기술이 재사용 대기시간 중이 아니라면 다음 검 회수 기술에 재사용 대기시간이 적용되지 않습니다. 방호가 사라질 때 남은 내구도의 5%만큼 생명력을 회복합니다. <color=#FB8204><b>・</b><color=#70DE9E>검 회수 기술을 사용하여 방호 획득 시</color> 15% 확률로 5초간 [무적] 상태가 됩니다.</color></size>
PN_DESC_30_0_0,<size=17><b>・</b><color=#C83E48>近戰攻擊的最後一擊：</color>會為敵人施加<color=#E35428>[退魔符]</color>效果，每次造成傷害時，額外對敵人造成該次傷害15%的<color=#E35428>火焰傷害</color>，持續3秒。</size>,<size=17><b>・</b><color=#C83E48>근접 공격의 마지막 일격</color>이 적에게 <color=#E35428>[퇴마 부적]</color>을 부여합니다. 적 공격 시 피해량의 15%에 해당하는 <color=#E35428>화염 피해</color>가 추가됩니다. 효과는 3초간 지속됩니다.</size>
PN_DESC_30_1_0,<size=17><b>・</b><color=#4C8FEA>瞬身：</color>在你離開的位置放下一枚<color=#73D7F1>[禁魔符]</color>，1秒後爆炸對周圍的敵人造成<color=#73D7F1>{atk*0.4}</color>點<color=#73D7F1>冰霜傷害</color>，並降低其60%的移動速度，持續2秒。</size>,<size=17><b>・</b><color=#4C8FEA>질주 시</color> 출발 지점에 1초 후 폭발하는 <color=#73D7F1>[구속 부적]</color>을 남깁니다. 폭발 시 근처의 적들에게 <color=#73D7F1>{atk*0.4}</color>의 <color=#73D7F1>빙결 피해</color>를 주고 2초간 적들의 이동 속도를 60% 감소시킵니다.</size>
PN_DESC_30_2_0,<size=17><b>・</b><color=#C83E48>造成飛劍傷害時：</color>有15%幾率對敵人發射一枚<color=#F3ED56>[天師符]</color>對敵人造成<color=#F3ED56>{atk*0.8}</color>點<color=#F3ED56>閃電傷害</color>。</size>,<size=17><b>・</b><color=#C83E48>비검으로 피해를 입히면</color> 15% 확률로 적에게 <color=#F3ED56>[신성 부적]</color>을 날려 <color=#F3ED56>{atk*0.8}</color>의 <color=#F3ED56>전격 피해</color>를 줍니다.</size>
PN_DESC_30_3_0,"<size=17><b>・</b><color=#C83E48>造成傷害時：</color>當你造成傷害時有15%的幾率獲得1枚黃紙，最多存儲6枚，當你施放收劍技能時，發射你所有的黃紙，黃紙會追蹤敵人，每枚造成{atk*0.7}點傷害。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你直接獲得6枚黃紙。</size>",<size=17><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 15% 확률로 부적 1장을 얻습니다. 부적은 최대 6장까지 얻을 수 있습니다. 검 회수 시 모든 부적을 적에게 날려 각각 {atk*0.7}만큼 피해를 입힙니다. <b>・</b><color=#C83E48>분노 100 달성 시</color> 자동으로 모든 분노를 소모해 부적 6장을 얻습니다.</size>
PN_DESC_30_0_1,<size=17><b>・</b><color=#C83E48>近戰攻擊的最後一擊：</color>會為敵人施加<color=#E35428>[退魔符]</color>效果，每次造成傷害時，額外對敵人造成該次傷害25%的<color=#E35428>火焰傷害</color>，持續3秒。</size>,<size=17><b>・</b><color=#C83E48>근접 공격의 마지막 일격</color>이 적에게 <color=#E35428>[퇴마 부적]</color>을 부여합니다. 적 공격 시 피해량의 25%에 해당하는 <color=#E35428>화염 피해</color>가 추가됩니다. 효과는 3초간 지속됩니다.</size>
PN_DESC_30_1_1,<size=17><b>・</b><color=#4C8FEA>瞬身：</color>在你離開的位置放下一枚<color=#73D7F1>[禁魔符]</color>，1秒後爆炸對周圍的敵人造成<color=#73D7F1>{atk*0.4}</color>點<color=#73D7F1>冰霜傷害</color>，並降低其60%的移動速度，持續2秒。</size>,<size=17><b>・</b><color=#4C8FEA>질주 시</color> 출발 지점에 1초 후 폭발하는 <color=#73D7F1>[구속 부적]</color>을 남깁니다. 폭발 시 근처에 있는 적들에게 <color=#73D7F1>{atk*0.4}</color>의 <color=#73D7F1>빙결 피해</color>를 주고 2초간 적들의 이동 속도를 60% 감소시킵니다.</size>
PN_DESC_30_2_1,<size=17><b>・</b><color=#C83E48>造成飛劍傷害時：</color>有15%幾率對敵人發射一枚<color=#F3ED56>[天師符]</color>對敵人造成<color=#F3ED56>{atk*1.1}</color>點<color=#F3ED56>閃電傷害</color>。</size>,<size=17><b>・</b><color=#C83E48>비검으로 피해를 입히면</color> 15% 확률로 적에게 <color=#F3ED56>[신성 부적]</color>을 날려 <color=#F3ED56>{atk*1.1}</color>의 <color=#F3ED56>전격 피해</color>를 줍니다.</size>
PN_DESC_30_3_1,"<size=17><b>・</b><color=#C83E48>造成傷害時：</color>當你造成傷害時有15%的幾率獲得1枚黃紙，最多存儲6枚，當你施放收劍技能時，發射你所有的黃紙，黃紙會追蹤敵人，每枚造成{atk*1.25}點傷害。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你直接獲得6枚黃紙。</size>",<size=17><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 15% 확률로 부적 1장을 얻습니다. 부적은 최대 6장까지 얻을 수 있습니다. 검 회수 시 모든 부적을 적에게 날려 각각 {atk*1.25}만큼 피해를 입힙니다. <b>・</b><color=#C83E48>분노 100 달성 시</color> 자동으로 모든 분노를 소모해 부적 6장을 얻습니다.</size>
PN_DESC_30_0_2,"<size=17><b>・</b><color=#C83E48>近戰攻擊的最後一擊：</color>會為敵人施加<color=#E35428>[退魔符]</color>效果，每次造成傷害時，額外對敵人造成該次傷害35%的<color=#E35428>火焰傷害</color>，持續3秒。
<color=#FB8204><b>・</b><color=#C83E48>施放收劍技能時:</color>對所有擁有<color=#E35428>[退魔符]</color>的敵人造成<color=#E35428>35</color>點<color=#E35428>火焰傷害</color>。</color></size>",<size=17><b>・</b><color=#C83E48>근접 공격의 마지막 일격</color>이 적에게 <color=#E35428>[퇴마 부적]</color>을 부여합니다. 적 공격 시 피해량의 35%에 해당하는 <color=#E35428>화염 피해</color>가 추가됩니다. 효과는 3초간 지속됩니다. <color=#FB8204><b>・</b><color=#C83E48>검 회수 시</color> <color=#E35428>[퇴마 부적]</color>을 보유한 모든 적에게 <color=#E35428>35</color>의 <color=#E35428>화염 피해</color>를 입힙니다.</color></size>
PN_DESC_30_1_2,"<size=17><b>・</b><color=#4C8FEA>瞬身：</color>在你離開的位置放下一枚<color=#73D7F1>[禁魔符]</color>，1秒後爆炸對周圍的敵人造成<color=#73D7F1>{atk*1.2}</color>點<color=#73D7F1>冰霜傷害</color>，並降低其60%的移動速度，持續2秒。
<color=#FB8204><b>・</b><color=#C83E48>施放收劍技能時:</color>5秒內，你的<color=#73D7F1>[禁魔符]</color>會使敵人<color=#73D7F1>凍結</color>1秒。</color></size>",<size=17><b>・</b><color=#4C8FEA>질주 시</color> 출발 지점에 1초 후 폭발하는 <color=#73D7F1>[구속 부적]</color>을 남깁니다. 폭발 시 근처에 있는 적들에게 <color=#73D7F1>{atk*1.2}</color>의 <color=#73D7F1>빙결 피해</color>를 주고 2초간 적들의 이동 속도를 60% 감소시킵니다. <color=#FB8204><b>・</b><color=#C83E48>검 회수 시</color> 5초 동안 <color=#73D7F1>[퇴마 부적]</color>이 모든 적에게 1초간 <color=#73D7F1>동결</color> 상태를 부여합니다.</color></size>
PN_DESC_30_2_2,"<size=17><b>・</b><color=#C83E48>造成飛劍傷害時：</color>有15%幾率對敵人發射一枚<color=#F3ED56>[天師符]</color>對敵人造成<color=#F3ED56>{atk*1.5}</color>點<color=#F3ED56>閃電傷害</color>。
<color=#FB8204><b>・</b><color=#C83E48>施放收劍技能時:</color>4秒內，你的<color=#F3ED56>[天師符]</color>觸發幾率提高85%。</color></size>",<size=17><b>・</b><color=#C83E48>비검으로 피해를 입히면</color> 15% 확률로 적에게 <color=#F3ED56>[신성 부적]</color>을 날려 <color=#F3ED56>{atk*1.5}</color>의 <color=#F3ED56>전격 피해</color>를 줍니다. <color=#FB8204><b>・</b><color=#C83E48>검 회수 시</color> 4초 동안 <color=#F3ED56>[신성 부적]</color>의 발동 확률이 85% 증가합니다.</color></size>
PN_DESC_30_3_2,"<size=17><b>・</b><color=#C83E48>造成傷害時：</color>當你造成傷害時有15%的幾率獲得1枚黃紙，最多存儲6枚，當你施放收劍技能時，發射你所有的黃紙，黃紙會追蹤敵人，每枚造成{atk*1.5}點傷害。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你直接獲得6枚黃紙。
<color=#FB8204><b>・</b>當你一次發射6枚黃紙後，發動法天象地，對大範圍內的敵人造成冰火電，三屬性的傷害。</color></size>","<size=17><b>・</b><color=#C83E48>적에게 피해를 입히면</color> 15% 확률로 부적 1장을 얻습니다. 부적은 최대 6장까지 얻을 수 있습니다. 검 회수 시 모든 부적을 적에게 날려 각각 {atk*1.25}만큼 피해를 입힙니다. <b>・</b><color=#C83E48>분노 100 달성 시</color> 자동으로 모든 분노를 소모해 부적 6장을 얻습니다. <color=#FB8204><b>・</b>부적 6장을 동시에 날리면 만물의 법칙이 발동해 넓은 범위에 있는 적들에게 빙결, 화상, 전격 피해를 줍니다.</color></size>"
PN_DESC_31_0_0,<size=17><b>・</b><color=#C83E48>近戰攻擊時：</color>有10%的幾率向前施放大量<color=#73D7F1>冰刺</color>，造成<color=#73D7F1>{atk*0.8}</color>點<color=#73D7F1>冰霜傷害</color>。</size>,<size=17><b>・</b><color=#C83E48>근접 공격 시</color> 10% 확률로 대량의 <color=#73D7F1>얼음 바늘</color>을 전방으로 발사해 <color=#73D7F1>{atk*0.8}</color>의 <color=#73D7F1>빙결 피해</color>를 줍니다.</size>
PN_DESC_31_1_0,<size=17><b>・</b><color=#4C8FEA>瞬身：</color>在你停下的地方產生一次<color=#73D7F1>冰霜新星</color>，造成<color=#73D7F1>{atk*0.3}</color>點<color=#73D7F1>冰霜傷害</color>。</size>,<size=17><b>・</b><color=#4C8FEA>질주 시</color> 도착 지점에 <color=#73D7F1>서리 신성</color>을 생성해 <color=#73D7F1>{atk*0.3}</color>의 <color=#73D7F1>빙결 피해</color>를 줍니다.</size>
PN_DESC_31_2_0,<size=17><b>・</b><color=#73D7F1>造成冰霜傷害時</color>：有5%的幾率額外造成<color=#73D7F1>{atk*0.25}</color>點<color=#73D7F1>冰霜傷害</color>，並<color=#73D7F1>凍結</color>敵人1秒。</size>,<size=17><b>・</b><color=#73D7F1>빙결 피해를 입히면</color> 5% 확률로 <color=#73D7F1>{atk*0.25}</color>만큼 <color=#73D7F1>빙결 피해</color>를 추가로 주고 적에게 1초간 <color=#73D7F1>동결</color> 상태를 부여합니다.</size>
PN_DESC_31_3_0,<size=17><b>・</b><color=#6DE5D0>主動技能：</color>在你周圍召喚出小範圍的極寒風暴，每秒對周圍的敵人造成<color=#73D7F1>{atk*1}</color>點<color=#73D7F1>冰霜傷害</color>，持續5秒。</size>,<size=17><b>・</b><color=#6DE5D0>사용 기술:</color> 소규모 얼음 폭풍을 소환해 5초 동안 근처에 있는 적들에게 매초 <color=#73D7F1>{atk*1}</color>의 <color=#73D7F1>빙결 피해</color>를 줍니다.</size>
PN_DESC_31_0_1,"<size=17><b>・</b><color=#C83E48>近戰攻擊時：</color>有10%的幾率向前施放大量<color=#73D7F1>冰刺</color>，造成<color=#73D7F1>{atk*1.2}</color>點<color=#73D7F1>冰霜傷害</color>。
<b>・</b>你的<color=#73D7F1>冰刺</color>有50%的幾率使敵人<color=#73D7F1>凍結</color>1秒。</size>",<size=17><b>・</b><color=#C83E48>근접 공격 시</color> 10% 확률로 대량의 <color=#73D7F1>얼음 바늘</color>을 전방으로 발사해 <color=#73D7F1>{atk*1.2}</color>의 <color=#73D7F1>빙결 피해</color>를 줍니다. <b>・</b><color=#73D7F1>얼음 바늘</color>은 50% 확률로 적에게 1초간 <color=#73D7F1>동결</color> 상태를 부여합니다.</size>
PN_DESC_31_1_1,<size=17><b>・</b><color=#4C8FEA>瞬身：</color>在你停下的地方產生一次<color=#73D7F1>冰霜新星</color>，造成<color=#73D7F1>{atk*0.6}</color>點<color=#73D7F1>冰霜傷害</color>，並降低敵人90%移動速度，持續0.3秒。</size>,<size=17><b>・</b><color=#4C8FEA>질주 시</color> 도착 지점에 <color=#73D7F1>서리 신성</color>을 생성해 <color=#73D7F1>{atk*0.6}</color>의 <color=#73D7F1>빙결 피해</color>를 주고 적의 이동 속도를 0.3초간 90% 감소시킵니다.</size>
PN_DESC_31_2_1,<size=17><b>・</b><color=#73D7F1>造成冰霜傷害時</color>：有10%的幾率額外造成<color=#73D7F1>{atk*0.45}</color>點<color=#73D7F1>冰霜傷害</color>，並<color=#73D7F1>凍結</color>敵人1秒。</size>,<size=17><b>・</b><color=#73D7F1>빙결 피해를 입히면</color> 10% 확률로 <color=#73D7F1>{atk*0.25}</color>만큼 <color=#73D7F1>빙결 피해</color>를 추가로 주고 적에게 1초간 <color=#73D7F1>동결</color> 상태를 부여합니다.</size>
PN_DESC_31_3_1,"<size=17><b>・</b><color=#6DE5D0>主動技能：</color>在你周圍召喚出小範圍的<color=#73D7F1>極寒風暴</color>，每秒對周圍的敵人造成<color=#73D7F1>{atk*1.5}</color>點<color=#73D7F1>冰霜傷害</color>，持續5秒。
<b>・</b><color=#73D7F1>極寒風暴</color>每次造成傷害，會為敵人施加1層<color=#73D7F1>[嚴寒]</color>效果，當<color=#73D7F1>[嚴寒]</color>效果達到5層時，會對敵人造成<color=#73D7F1>{atk*2}</color>點<color=#73D7F1>冰霜傷害</color>，並<color=#73D7F1>凍結</color>1秒。</size>",<size=17><b>・</b><color=#6DE5D0>사용 기술:</color> 소규모 <color=#73D7F1>얼음 폭풍</color>을 소환해 5초 동안 근처에 있는 적들에게 매초 <color=#73D7F1>{atk*1.5}</color>만큼 <color=#73D7F1>빙결 피해</color>를 줍니다. <b>・</b><color=#73D7F1>얼음 폭풍</color>이 피해를 입힐 때마다 적에게 <color=#73D7F1>[한기]</color> 효과가 1회 중첩됩니다. <color=#73D7F1>[한기]</color> 5회 중첩 시 적에게 <color=#73D7F1>{atk*2}</color>만큼 <color=#73D7F1>빙결 피해</color>를 주고 1초간 <color=#73D7F1>동결</color> 상태를 부여합니다.</size>
PN_DESC_31_0_2,"<size=17><b>・</b><color=#C83E48>近戰攻擊時：</color>有10%的幾率向前施放大量<color=#73D7F1>冰刺</color>，造成<color=#73D7F1>{atk*1.6}</color>點<color=#73D7F1>冰霜傷害</color>。
<color=#FB8204><b>・</b>你的<color=#73D7F1>冰刺</color>會使敵人<color=#73D7F1>凍結</color>1秒。
<b>・</b>你的<color=#73D7F1>冰刺</color>命中敵人時有15%的幾率向周圍散射出6條<color=#73D7F1>冰刺</color>，每個冰刺造成<color=#73D7F1>{atk*1.2}</color>點<color=#73D7F1>冰霜傷害</color>。</color>
<color=#FB8204><b>・</b>使你造成的所有<color=#73D7F1>冰霜傷害</color>提高25%</color></size>",<size=17><b>・</b><color=#C83E48>근접 공격 시</color> 10% 확률로 대량의 <color=#73D7F1>얼음 바늘</color>을 전방으로 발사해 <color=#73D7F1>{atk*1.6}</color>의 <color=#73D7F1>빙결 피해</color>를 줍니다. <color=#FB8204><b>・</b><color=#73D7F1>얼음 바늘</color>은 적에게 1초간 <color=#73D7F1>동결</color> 상태를 부여합니다. <b>・</b><color=#73D7F1>얼음 바늘</color> 적중 시 15% 확률로 주변에 <color=#73D7F1>얼음 바늘</color> 6개를 다시 발사하여 각각 <color=#73D7F1>{atk*1.2}</color>의 <color=#73D7F1>빙결 피해</color>를 입힙니다.</color> <color=#FB8204><b>・</b>가하는 모든 <color=#73D7F1>빙결 피해</color>가 25% 증가합니다.</color></size>
